collegeName,branch,category,quota,round,closingRank,cutoffYear
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Computer Engineering,General,MH,1,4069,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Information Technology,General,MH,1,6115,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Electronics and Telecommunication Engg,General,MH,1,10329,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Electronics Engineering,General,MH,1,14085,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Instrumentation Engineering,General,MH,1,28195,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Civil Engineering,OBC,MH,1,22047,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Civil Engineering,SC,MH,1,42897,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Computer Engineering,OBC,MH,1,11559,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Information Technology,OBC,MH,1,21119,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Electronics Engineering,SC,MH,1,71081,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Chemical Engineering,SC,MH,1,14477,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Mechanical Engineering,OBC,MH,1,17605,2019
"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",Computer Engineering,OBC,MH,1,18410,2019
"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",Information Technology,OBC,MH,1,22630,2019
"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",Electronics and Telecommunication Engg,SC,MH,1,43751,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Computer Engineering,OBC,MH,1,11724,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Information Technology,OBC,MH,1,17133,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Electronics and Telecommunication Engg,SC,MH,1,47640,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Instrumentation Engineering,General,MH,1,83072,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Chemical Engineering,SC,MH,1,17041,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Mechanical Engineering,OBC,MH,1,22804,2019
"Terna Engineering College, Nerul, Navi Mumbai",Civil Engineering,SC,MH,1,40767,2019
"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,OBC,MH,1,14886,2019
"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,SC,MH,1,17100,2019
"Terna Engineering College, Nerul, Navi Mumbai",Information Technology,OBC,MH,1,19980,2019
"Terna Engineering College, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,SC,MH,1,55661,2019
"Terna Engineering College, Nerul, Navi Mumbai",Electronics Engineering,General,MH,1,75285,2019
"Terna Engineering College, Nerul, Navi Mumbai",Mechanical Engineering,OBC,MH,1,36074,2019
"Terna Engineering College, Nerul, Navi Mumbai",Mechatronics Engineering,SC,MH,1,30262,2019
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Engineering,SC,MH,1,22474,2019
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical Engineering,OBC,MH,1,75429,2019
